,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,,Std-01,STD1,,17.577815252953,17.4356418967498,0.201063488550696,300000000000,11.4771212547197,300000000000,0,60,
,A02,SYBR,,Std-01,STD1,,17.2934685405465,17.4356418967498,0.201063488550696,300000000000,11.4771212547197,300000000000,0,60,
,A03,SYBR,,Unkn-01,11.3_A,,18.1561994429997,18.0392777796853,0.165352201994496,203191465093.839,11.3079054617787,219016937872.17,22380598234.0811,60,
,A04,SYBR,,Unkn-01,11.3_A,,17.9223561163708,18.0392777796853,0.165352201994496,234842410650.5,11.3707765297487,219016937872.17,22380598234.0811,60,
,A05,SYBR,,Unkn-09,9.1_D,,18.0869994569226,18.0408316130525,0.0652911909466084,212085294008.152,11.3265105555862,218323554381.679,8822232425.85594,60,
,A06,SYBR,,Unkn-09,9.1_D,,17.9946637691824,18.0408316130525,0.0652911909466084,224561814755.206,11.3513359093119,218323554381.679,8822232425.85594,60,
,A07,SYBR,,Unkn-17,5.1_C,,18.7702076136169,18.7587072231511,0.016264008169308,138938739099.037,11.1428233532341,139935000137.591,1408925872.3863,60,
,A08,SYBR,,Unkn-17,5.1_C,,18.7472068326853,18.7587072231511,0.016264008169308,140931261176.144,11.1490073383927,139935000137.591,1408925872.3863,60,
,A09,SYBR,,Unkn-25,7.5_C,,18.5866422596274,18.5180589582479,0.0969914349631643,155659881673.185,11.1921766959785,162557614926.213,9754867916.06467,60,
,A10,SYBR,,Unkn-25,7.5_C,,18.4494756568685,18.5180589582479,0.0969914349631643,169455348179.242,11.2290552801553,162557614926.213,9754867916.06467,60,
,A11,SYBR,,Unkn-33,9.3_A,,18.1061412096854,18.1171280213596,0.015537698076861,209586887393.23,11.3213641079352,208171006338.739,2002358189.9685,60,
,A12,SYBR,,Unkn-33,9.3_A,,18.1281148330338,18.1171280213596,0.015537698076861,206755125284.248,11.31545628415,208171006338.739,2002358189.9685,60,
,B01,SYBR,,Std-02,STD2,,21.2303130304993,21.1322346815321,0.138703731284567,30000000000,10.4771212547197,30000000000,0,60,
,B02,SYBR,,Std-02,STD2,,21.0341563325649,21.1322346815321,0.138703731284567,30000000000,10.4771212547197,30000000000,0,60,
,B03,SYBR,,Unkn-02,3.1_B,,18.1590821368,18.2699676981821,0.156815864777884,202829173665.458,11.3071304213255,189819232520.086,18398835213.46,60,
,B04,SYBR,,Unkn-02,3.1_B,,18.3808532595642,18.2699676981821,0.156815864777884,176809291374.715,11.2475050835659,189819232520.086,18398835213.46,60,
,B05,SYBR,,Unkn-10,5.3_B,,18.0845312234936,18.0822710652647,0.00319634642050482,212409611354.515,11.3271741643105,212707231525.367,420898482.054703,60,
,B06,SYBR,,Unkn-10,5.3_B,,18.0800109070357,18.0822710652647,0.00319634642050482,213004851696.219,11.3283894956495,212707231525.367,420898482.054703,60,
,B07,SYBR,,Unkn-18,15.3_A,,18.8359384541456,18.8701184011064,0.0483377445532235,133398508291.073,11.1251509731744,130634707747.17,3908604212.88221,60,
,B08,SYBR,,Unkn-18,15.3_A,,18.9042983480673,18.8701184011064,0.0483377445532235,127870907203.266,11.1067717463684,130634707747.17,3908604212.88221,60,
,B09,SYBR,,Unkn-26,13.2_B,,18.3238776206093,18.1970846924284,0.179312278646403,183157008655.451,11.2628235419585,198723671475.674,22014585681.2491,60,
,B10,SYBR,,Unkn-26,13.2_B,,18.0702917642475,18.1970846924284,0.179312278646403,214290334295.898,11.3310025823502,198723671475.674,22014585681.2491,60,
,B11,SYBR,,Unkn-34,17.5_C,,18.2323600448013,18.2042015435833,0.0398221343185269,193833544859.586,11.287428938281,197272073952.129,4862814477.28932,60,
,B12,SYBR,,Unkn-34,17.5_C,,18.1760430423654,18.2042015435833,0.0398221343185269,200710603044.673,11.3025703157967,197272073952.129,4862814477.28932,60,
,C01,SYBR,,Std-03,STD3,,25.5270221137809,25.4671463951399,0.0846770533588409,3000000000,9.47712125471966,3000000000,0,60,
,C02,SYBR,,Std-03,STD3,,25.407270676499,25.4671463951399,0.0846770533588409,3000000000,9.47712125471966,3000000000,0,60,
,C03,SYBR,,Unkn-03,9.1_C,,18.0970826769068,18.0981990444715,0.00157878215063505,210765529142.821,11.3237995831666,210619967071.469,205855855.473795,60,
,C04,SYBR,,Unkn-03,9.1_C,,18.0993154120363,18.0981990444715,0.00157878215063505,210474405000.116,11.3231992904659,210619967071.469,205855855.473795,60,
,C05,SYBR,,Unkn-11,15.2_C,,17.96678222886,17.941083435374,0.0363435822845552,228471553351.613,11.3588321344212,232164849280.8,5223109192.91262,60,
,C06,SYBR,,Unkn-11,15.2_C,,17.915384641888,17.941083435374,0.0363435822845552,235858145209.986,11.3726508789225,232164849280.8,5223109192.91262,60,
,C07,SYBR,,Unkn-19,3.3_C,,19.7665132072592,19.7513445678664,0.0214516955520208,74981968776.4749,10.8749568393602,75692739665.1544,1005181830.51049,60,
,C08,SYBR,,Unkn-19,3.3_C,,19.7361759284736,19.7513445678664,0.0214516955520208,76403510553.8339,10.8831133137999,75692739665.1544,1005181830.51049,60,
,C09,SYBR,,Unkn-27,10.6_A,,18.3896870491115,18.3883128847621,0.0019433618597909,175845003527.053,11.2451300327527,175994723508.841,211736028.803547,60,
,C10,SYBR,,Unkn-27,10.6_A,,18.3869387204127,18.3883128847621,0.0019433618597909,176144443490.63,11.2458689478328,175994723508.841,211736028.803547,60,
,C11,SYBR,,Unkn-35,9.4_D,,18.2742219384918,18.3139398843577,0.0561696577131748,188874774259.351,11.2761739582843,184343008170.45,6408885064.42556,60,
,C12,SYBR,,Unkn-35,9.4_D,,18.3536578302236,18.3139398843577,0.0561696577131748,179811242081.55,11.2548168410199,184343008170.45,6408885064.42556,60,
,D01,SYBR,,Std-04,STD4,,28.4000892070749,28.3887071884314,0.0160966051328592,300000000,8.47712125471966,300000000,0,60,
,D02,SYBR,,Std-04,STD4,,28.3773251697879,28.3887071884314,0.0160966051328592,300000000,8.47712125471966,300000000,0,60,
,D03,SYBR,,Unkn-04,8.1_A,,18.0951806192422,18.0569321701502,0.0540914754455834,211013854190.013,11.3243109699932,216130559415.732,7236113924.87642,60,
,D04,SYBR,,Unkn-04,8.1_A,,18.0186837210582,18.0569321701502,0.0540914754455834,221247264641.451,11.3448779100661,216130559415.732,7236113924.87642,60,
